,DispNum3,DispNum4,Major_Disp,IncidNum3,IncidNum4,StDay_Inc,StMon_Inc,StYear_Inc,EndDay_Inc,EndMon_Inc,EndYear_Inc,Duration,TBI,Fatality_Inc,FatalPre_Inc,Action_Inc,HostLev_Inc,NumA,RevType1_Inc,RevType2_Inc,Version,StAbb,ccode,StDay_Part,StMon_Part,StYear_Part,EndDay_Part,EndMon_Part,EndYear_Part,InSide A,SideA,Fatality_Part,FatalPre_Part,Action_Part,HostLev_Part,RevType1_Part,RevType2_Part,MonthYear,Disp_Sequence
0,3551,-9,0,3551001,-9,16,7,1992,16,7,1992,1,129,0,0,7,3,13,2,0,4.01,BEL,211.0,16.0,7.0,1992.0,16.0,7.0,1992.0,1.0,1.0,2.0,0.0,7.0,3.0,2.0,0.0,1992-07-01,001
1,3551,-9,0,3551001,-9,16,7,1992,16,7,1992,1,129,0,0,7,3,13,2,0,4.01,CAN,20.0,16.0,7.0,1992.0,16.0,7.0,1992.0,1.0,1.0,2.0,0.0,7.0,3.0,2.0,0.0,1992-07-01,001
2,3551,-9,0,3551001,-9,16,7,1992,16,7,1992,1,129,0,0,7,3,13,2,0,4.01,DEN,390.0,16.0,7.0,1992.0,16.0,7.0,1992.0,1.0,1.0,2.0,0.0,7.0,3.0,2.0,0.0,1992-07-01,001
3,3551,-9,0,3551001,-9,16,7,1992,16,7,1992,1,129,0,0,7,3,13,2,0,4.01,FRN,220.0,16.0,7.0,1992.0,16.0,7.0,1992.0,1.0,1.0,2.0,0.0,7.0,3.0,2.0,0.0,1992-07-01,001
4,3551,-9,0,3551001,-9,16,7,1992,16,7,1992,1,129,0,0,7,3,13,2,0,4.01,GMY,255.0,16.0,7.0,1992.0,16.0,7.0,1992.0,1.0,1.0,2.0,0.0,7.0,3.0,2.0,0.0,1992-07-01,001
5,3551,-9,0,3551001,-9,16,7,1992,16,7,1992,1,129,0,0,7,3,13,2,0,4.01,GRC,350.0,16.0,7.0,1992.0,16.0,7.0,1992.0,1.0,1.0,2.0,0.0,7.0,3.0,2.0,0.0,1992-07-01,001
6,3551,-9,0,3551001,-9,16,7,1992,16,7,1992,1,129,0,0,7,3,13,2,0,4.01,ITA,325.0,16.0,7.0,1992.0,16.0,7.0,1992.0,1.0,1.0,2.0,0.0,7.0,3.0,2.0,0.0,1992-07-01,001
7,3551,-9,0,3551001,-9,16,7,1992,16,7,1992,1,129,0,0,7,3,13,2,0,4.01,NTH,210.0,16.0,7.0,1992.0,16.0,7.0,1992.0,1.0,1.0,2.0,0.0,7.0,3.0,2.0,0.0,1992-07-01,001
8,3551,-9,0,3551001,-9,16,7,1992,16,7,1992,1,129,0,0,7,3,13,2,0,4.01,POR,235.0,16.0,7.0,1992.0,16.0,7.0,1992.0,1.0,1.0,2.0,0.0,7.0,3.0,2.0,0.0,1992-07-01,001
9,3551,-9,0,3551001,-9,16,7,1992,16,7,1992,1,129,0,0,7,3,13,2,0,4.01,SPN,230.0,16.0,7.0,1992.0,16.0,7.0,1992.0,1.0,1.0,2.0,0.0,7.0,3.0,2.0,0.0,1992-07-01,001
10,3551,-9,0,3551001,-9,16,7,1992,16,7,1992,1,129,0,0,7,3,13,2,0,4.01,TUR,640.0,16.0,7.0,1992.0,16.0,7.0,1992.0,1.0,1.0,2.0,0.0,7.0,3.0,2.0,0.0,1992-07-01,001
11,3551,-9,0,3551001,-9,16,7,1992,16,7,1992,1,129,0,0,7,3,13,2,0,4.01,UKG,200.0,16.0,7.0,1992.0,16.0,7.0,1992.0,1.0,1.0,2.0,0.0,7.0,3.0,2.0,0.0,1992-07-01,001
12,3551,-9,0,3551001,-9,16,7,1992,16,7,1992,1,129,0,0,7,3,13,2,0,4.01,USA,2.0,16.0,7.0,1992.0,16.0,7.0,1992.0,1.0,1.0,2.0,0.0,7.0,3.0,2.0,0.0,1992-07-01,001
13,3551,-9,0,3551001,-9,16,7,1992,16,7,1992,1,129,0,0,7,3,13,2,0,4.01,YUG,345.0,16.0,7.0,1992.0,16.0,7.0,1992.0,0.0,0.0,2.0,0.0,0.0,1.0,0.0,0.0,1992-07-01,001
44,3552,-9,0,3552001,-9,27,7,1992,27,7,1992,1,6,0,0,7,3,1,2,0,4.01,USA,2.0,27.0,7.0,1992.0,27.0,7.0,1992.0,1.0,1.0,2.0,0.0,7.0,3.0,2.0,0.0,1992-07-01,001
45,3552,-9,0,3552001,-9,27,7,1992,27,7,1992,1,6,0,0,7,3,1,2,0,4.01,IRQ,645.0,27.0,7.0,1992.0,27.0,7.0,1992.0,0.0,0.0,2.0,0.0,0.0,1.0,0.0,1.0,1992-07-01,001
128,3555,-9,1,3555001,-9,20,1,1992,20,1,1992,1,3,-9,-9,17,4,1,1,0,4.01,YUG,345.0,20.0,1.0,1992.0,20.0,1.0,1992.0,0.0,0.0,1.0,-9.0,17.0,4.0,1.0,0.0,1992-01-01,001
129,3555,-9,1,3555001,-9,20,1,1992,20,1,1992,1,3,-9,-9,17,4,1,1,0,4.01,CRO,344.0,20.0,1.0,1992.0,20.0,1.0,1992.0,1.0,1.0,1.0,-9.0,17.0,4.0,1.0,0.0,1992-01-01,001
146,3556,-9,1,3556001,-9,20,10,1992,28,10,1992,9,6,1,-9,17,4,1,1,0,4.01,CRO,344.0,20.0,10.0,1992.0,28.0,10.0,1992.0,1.0,1.0,3.0,-9.0,17.0,4.0,1.0,0.0,1992-10-01,001
147,3556,-9,1,3556001,-9,20,10,1992,28,10,1992,9,6,1,-9,17,4,1,1,0,4.01,BOS,346.0,20.0,10.0,1992.0,28.0,10.0,1992.0,0.0,0.0,3.0,-9.0,17.0,4.0,1.0,0.0,1992-10-01,001
150,3557,-9,1,3557001,-9,6,4,1992,6,4,1992,1,8,0,0,7,3,1,2,0,4.01,BOS,346.0,6.0,4.0,1992.0,6.0,4.0,1992.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1992-04-01,001
151,3557,-9,1,3557001,-9,6,4,1992,6,4,1992,1,8,0,0,7,3,1,2,0,4.01,YUG,345.0,6.0,4.0,1992.0,6.0,4.0,1992.0,1.0,1.0,0.0,0.0,7.0,3.0,2.0,0.0,1992-04-01,001
172,3561,-9,1,3561001,-9,13,6,1992,13,6,1992,1,5,1,15,17,4,1,2,0,4.01,GRG,372.0,13.0,6.0,1992.0,13.0,6.0,1992.0,0.0,0.0,3.0,12.0,17.0,4.0,2.0,0.0,1992-06-01,001
173,3561,-9,1,3561001,-9,13,6,1992,13,6,1992,1,5,1,15,17,4,1,2,0,4.01,RUS,365.0,13.0,6.0,1992.0,13.0,6.0,1992.0,1.0,1.0,3.0,3.0,17.0,4.0,2.0,0.0,1992-06-01,001
224,3564,-9,1,3564001,-9,26,1,1992,26,1,1992,1,7,-9,-9,17,4,1,1,0,4.01,AZE,373.0,26.0,1.0,1992.0,26.0,1.0,1992.0,0.0,0.0,2.0,60.0,17.0,4.0,1.0,0.0,1992-01-01,001
225,3564,-9,1,3564001,-9,26,1,1992,26,1,1992,1,7,-9,-9,17,4,1,1,0,4.01,ARM,371.0,26.0,1.0,1992.0,26.0,1.0,1992.0,1.0,1.0,-9.0,-9.0,17.0,4.0,1.0,0.0,1992-01-01,001
290,3568,-9,1,3568001,-9,7,10,1992,7,10,1992,1,91,0,0,17,4,1,1,0,4.01,IRQ,645.0,7.0,10.0,1992.0,7.0,10.0,1992.0,1.0,1.0,2.0,0.0,17.0,4.0,1.0,0.0,1992-10-01,001
291,3568,-9,1,3568001,-9,7,10,1992,7,10,1992,1,91,0,0,17,4,1,1,0,4.01,KUW,690.0,7.0,10.0,1992.0,7.0,10.0,1992.0,0.0,0.0,2.0,0.0,17.0,4.0,1.0,0.0,1992-10-01,001
328,4001,-9,1,4001001,-9,1,1,1994,1,1,1994,1,80,0,0,8,3,1,2,0,4.01,CAM,811.0,1.0,1.0,1994.0,1.0,1.0,1994.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1994-01-01,001
329,4001,-9,1,4001001,-9,1,1,1994,1,1,1994,1,80,0,0,8,3,1,2,0,4.01,THI,800.0,1.0,1.0,1994.0,1.0,1.0,1994.0,1.0,1.0,0.0,0.0,8.0,3.0,2.0,0.0,1994-01-01,001
378,4002,-9,0,4002001,-9,8,2,1995,8,2,1995,1,8,0,0,7,3,1,2,0,4.01,MYA,775.0,8.0,2.0,1995.0,8.0,2.0,1995.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1995-02-01,001
379,4002,-9,0,4002001,-9,8,2,1995,8,2,1995,1,8,0,0,7,3,1,2,0,4.01,THI,800.0,8.0,2.0,1995.0,8.0,2.0,1995.0,1.0,1.0,0.0,0.0,7.0,3.0,2.0,0.0,1995-02-01,001
386,4003,-9,0,4003001,-9,3,1,1996,4,1,1996,2,1,0,0,11,3,1,1,0,4.01,THI,800.0,3.0,1.0,1996.0,4.0,1.0,1996.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1996-01-01,001
387,4003,-9,0,4003001,-9,3,1,1996,4,1,1996,2,1,0,0,11,3,1,1,0,4.01,MYA,775.0,3.0,1.0,1996.0,4.0,1.0,1996.0,1.0,1.0,0.0,0.0,11.0,3.0,1.0,0.0,1996-01-01,001
392,4004,-9,0,4004001,-9,24,1,1996,30,1,1996,7,6,0,0,14,4,1,1,0,4.01,CAM,811.0,24.0,1.0,1996.0,30.0,1.0,1996.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1996-01-01,001
393,4004,-9,0,4004001,-9,24,1,1996,30,1,1996,7,6,0,0,14,4,1,1,0,4.01,VTM,816.0,24.0,1.0,1996.0,30.0,1.0,1996.0,1.0,1.0,0.0,0.0,14.0,4.0,1.0,0.0,1996-01-01,001
396,4005,-9,0,4005001,-9,25,6,1995,25,6,1995,1,-9,0,0,17,4,1,4,0,4.01,IND,750.0,25.0,6.0,1995.0,25.0,6.0,1995.0,0.0,0.0,0.0,0.0,17.0,4.0,4.0,0.0,1995-06-01,001
397,4005,-9,0,4005001,-9,25,6,1995,25,6,1995,1,-9,0,0,17,4,1,4,0,4.01,BNG,771.0,25.0,6.0,1995.0,25.0,6.0,1995.0,1.0,1.0,0.0,0.0,17.0,4.0,4.0,0.0,1995-06-01,001
398,4006,-9,0,4006001,-9,20,5,1996,22,5,1996,3,-9,0,0,8,3,1,4,0,4.01,BNG,771.0,20.0,5.0,1996.0,22.0,5.0,1996.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1996-05-01,001
399,4006,-9,0,4006001,-9,20,5,1996,22,5,1996,3,-9,0,0,8,3,1,4,0,4.01,IND,750.0,20.0,5.0,1996.0,22.0,5.0,1996.0,1.0,1.0,0.0,0.0,8.0,3.0,4.0,0.0,1996-05-01,001
400,4007,-9,1,4007001,-9,17,9,1993,17,9,1993,1,51,1,3,17,4,1,1,0,4.01,IND,750.0,17.0,9.0,1993.0,17.0,9.0,1993.0,0.0,0.0,0.0,0.0,17.0,4.0,1.0,0.0,1993-09-01,001
401,4007,-9,1,4007001,-9,17,9,1993,17,9,1993,1,51,1,3,17,4,1,1,0,4.01,PAK,770.0,17.0,9.0,1993.0,17.0,9.0,1993.0,1.0,1.0,1.0,3.0,17.0,4.0,1.0,0.0,1993-09-01,001
490,4008,-9,1,4008001,-9,31,5,1995,31,5,1995,1,-9,1,2,17,4,1,1,0,4.01,THI,800.0,31.0,5.0,1995.0,31.0,5.0,1995.0,0.0,0.0,0.0,0.0,17.0,4.0,1.0,0.0,1995-05-01,001
491,4008,-9,1,4008001,-9,31,5,1995,31,5,1995,1,-9,1,2,17,4,1,1,0,4.01,VTM,816.0,31.0,5.0,1995.0,31.0,5.0,1995.0,1.0,1.0,1.0,2.0,17.0,4.0,1.0,0.0,1995-05-01,001
492,4009,-9,0,4009001,-9,-9,10,1995,-9,10,1995,-9,-9,0,0,12,3,1,4,0,4.01,COL,100.0,-9.0,10.0,1995.0,-9.0,10.0,1995.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1995-10-01,001
493,4009,-9,0,4009001,-9,-9,10,1995,-9,10,1995,-9,-9,0,0,12,3,1,4,0,4.01,VEN,101.0,-9.0,10.0,1995.0,-9.0,10.0,1995.0,1.0,1.0,0.0,0.0,12.0,3.0,4.0,0.0,1995-10-01,001
498,4010,-9,0,4010001,-9,26,1,1993,20,2,1993,26,-9,0,0,11,3,1,2,0,4.01,SAL,92.0,26.0,1.0,1993.0,20.0,2.0,1993.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1993-01-01,001
499,4010,-9,0,4010001,-9,26,1,1993,20,2,1993,26,-9,0,0,11,3,1,2,0,4.01,HON,91.0,26.0,1.0,1993.0,20.0,2.0,1993.0,1.0,1.0,0.0,0.0,11.0,3.0,2.0,0.0,1993-01-01,001
500,4011,-9,0,4011001,-9,8,4,1995,8,4,1995,1,1,0,0,15,4,1,2,0,4.01,HON,91.0,8.0,4.0,1995.0,8.0,4.0,1995.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1995-04-01,001
501,4011,-9,0,4011001,-9,8,4,1995,8,4,1995,1,1,0,0,15,4,1,2,0,4.01,NIC,93.0,8.0,4.0,1995.0,8.0,4.0,1995.0,1.0,1.0,0.0,0.0,15.0,4.0,2.0,0.0,1995-04-01,001
510,4012,-9,0,4012001,-9,22,12,1995,22,12,1995,1,-9,0,0,1,2,1,2,0,4.01,NIC,93.0,22.0,12.0,1995.0,22.0,12.0,1995.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1995-12-01,001
511,4012,-9,0,4012001,-9,22,12,1995,22,12,1995,1,-9,0,0,1,2,1,2,0,4.01,HON,91.0,22.0,12.0,1995.0,22.0,12.0,1995.0,1.0,1.0,0.0,0.0,1.0,2.0,2.0,0.0,1995-12-01,001
512,4013,-9,1,4013001,-9,9,1,1995,11,1,1995,3,0,0,0,17,4,1,1,0,4.01,ECU,130.0,9.0,1.0,1995.0,11.0,1.0,1995.0,1.0,1.0,0.0,0.0,17.0,4.0,1.0,0.0,1995-01-01,001
513,4013,-9,1,4013001,-9,9,1,1995,11,1,1995,3,0,0,0,17,4,1,1,0,4.01,PER,135.0,9.0,1.0,1995.0,11.0,1.0,1995.0,0.0,0.0,0.0,0.0,17.0,4.0,1.0,0.0,1995-01-01,001
536,4014,-9,0,4014001,-9,15,10,1993,15,10,1993,1,1,0,0,12,3,1,1,0,4.01,GUA,90.0,15.0,10.0,1993.0,15.0,10.0,1993.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1993-10-01,001
537,4014,-9,0,4014001,-9,15,10,1993,15,10,1993,1,1,0,0,12,3,1,1,0,4.01,BLZ,80.0,15.0,10.0,1993.0,15.0,10.0,1993.0,1.0,1.0,0.0,0.0,12.0,3.0,1.0,0.0,1993-10-01,001
540,4015,-9,0,4015001,-9,25,8,1995,25,8,1995,1,-9,0,0,12,3,1,1,0,4.01,GUA,90.0,25.0,8.0,1995.0,25.0,8.0,1995.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1995-08-01,001
541,4015,-9,0,4015001,-9,25,8,1995,25,8,1995,1,-9,0,0,12,3,1,1,0,4.01,BLZ,80.0,25.0,8.0,1995.0,25.0,8.0,1995.0,1.0,1.0,0.0,0.0,12.0,3.0,1.0,0.0,1995-08-01,001
546,4016,-9,0,4016001,-9,18,10,1993,29,9,1994,347,223,0,0,13,4,6,3,0,4.01,HAI,41.0,18.0,10.0,1993.0,29.0,9.0,1994.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1993-10-01,001
547,4016,-9,0,4016001,-9,18,10,1993,29,9,1994,347,223,0,0,13,4,6,3,0,4.01,ARG,160.0,18.0,10.0,1993.0,29.0,9.0,1994.0,1.0,1.0,0.0,0.0,13.0,4.0,3.0,0.0,1993-10-01,001
548,4016,-9,0,4016001,-9,18,10,1993,29,9,1994,347,223,0,0,13,4,6,3,0,4.01,NTH,210.0,20.0,10.0,1993.0,29.0,9.0,1994.0,1.0,1.0,0.0,0.0,13.0,4.0,3.0,0.0,1993-10-01,001
549,4016,-9,0,4016001,-9,18,10,1993,29,9,1994,347,223,0,0,13,4,6,3,0,4.01,CAN,20.0,18.0,10.0,1993.0,29.0,9.0,1994.0,1.0,1.0,0.0,0.0,13.0,4.0,3.0,0.0,1993-10-01,001
550,4016,-9,0,4016001,-9,18,10,1993,29,9,1994,347,223,0,0,13,4,6,3,0,4.01,FRN,220.0,18.0,10.0,1993.0,29.0,9.0,1994.0,1.0,1.0,0.0,0.0,13.0,4.0,3.0,0.0,1993-10-01,001
551,4016,-9,0,4016001,-9,18,10,1993,29,9,1994,347,223,0,0,13,4,6,3,0,4.01,USA,2.0,18.0,10.0,1993.0,29.0,9.0,1994.0,1.0,1.0,0.0,0.0,13.0,4.0,3.0,0.0,1993-10-01,001
552,4016,-9,0,4016001,-9,18,10,1993,29,9,1994,347,223,0,0,13,4,6,3,0,4.01,UKG,200.0,20.0,10.0,1993.0,29.0,9.0,1994.0,1.0,1.0,0.0,0.0,13.0,4.0,3.0,0.0,1993-10-01,001
579,4017,-9,0,4017001,-9,12,8,1993,13,8,1993,2,-9,0,0,11,3,1,4,0,4.01,SLV,349.0,12.0,8.0,1993.0,13.0,8.0,1993.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1993-08-01,001
580,4017,-9,0,4017001,-9,12,8,1993,13,8,1993,2,-9,0,0,11,3,1,4,0,4.01,ITA,325.0,12.0,8.0,1993.0,13.0,8.0,1993.0,1.0,1.0,0.0,0.0,11.0,3.0,4.0,0.0,1993-08-01,001
581,4018,-9,1,4018001,-9,-9,1,1993,-9,4,1993,-9,-9,-9,-9,17,4,1,2,0,4.01,CHN,710.0,-9.0,1.0,1993.0,-9.0,4.0,1993.0,0.0,0.0,1.0,2.0,17.0,4.0,2.0,0.0,1993-01-01,001
582,4018,-9,1,4018001,-9,-9,1,1993,-9,4,1993,-9,-9,-9,-9,17,4,1,2,0,4.01,PRK,731.0,-9.0,1.0,1993.0,-9.0,4.0,1993.0,1.0,1.0,-9.0,-9.0,17.0,4.0,2.0,0.0,1993-01-01,001
583,4019,-9,0,4019001,-9,-9,4,1995,-9,4,1995,-9,-9,0,0,16,4,1,4,0,4.01,CHN,710.0,-9.0,4.0,1995.0,-9.0,4.0,1995.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1995-04-01,001
584,4019,-9,0,4019001,-9,-9,4,1995,-9,4,1995,-9,-9,0,0,16,4,1,4,0,4.01,PRK,731.0,-9.0,4.0,1995.0,-9.0,4.0,1995.0,1.0,1.0,0.0,0.0,16.0,4.0,4.0,0.0,1995-04-01,001
585,4020,-9,0,4020001,-9,10,1,1995,10,1,1995,1,112,0,0,16,4,1,1,0,4.01,CHN,710.0,10.0,1.0,1995.0,10.0,1.0,1995.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1995-01-01,001
586,4020,-9,0,4020001,-9,10,1,1995,10,1,1995,1,112,0,0,16,4,1,1,0,4.01,TAW,713.0,10.0,1.0,1995.0,10.0,1.0,1995.0,1.0,1.0,0.0,0.0,16.0,4.0,1.0,0.0,1995-01-01,001
597,4021,-9,0,4021001,-9,3,3,1993,18,3,1993,16,5,0,0,7,3,2,2,0,4.01,PRK,731.0,3.0,3.0,1993.0,18.0,3.0,1993.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1993-03-01,001
598,4021,-9,0,4021001,-9,3,3,1993,18,3,1993,16,5,0,0,7,3,2,2,0,4.01,USA,2.0,3.0,3.0,1993.0,18.0,3.0,1993.0,1.0,1.0,0.0,0.0,7.0,3.0,2.0,0.0,1993-03-01,001
599,4021,-9,0,4021001,-9,3,3,1993,18,3,1993,16,5,0,0,7,3,2,2,0,4.01,ROK,732.0,3.0,3.0,1993.0,18.0,3.0,1993.0,1.0,1.0,0.0,0.0,7.0,3.0,2.0,0.0,1993-03-01,001
609,4022,-9,0,4022001,-9,5,11,1993,9,11,1993,5,2,0,0,8,3,1,2,0,4.01,USA,2.0,5.0,11.0,1993.0,9.0,11.0,1993.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1993-11-01,001
610,4022,-9,0,4022001,-9,5,11,1993,9,11,1993,5,2,0,0,8,3,1,2,0,4.01,PRK,731.0,5.0,11.0,1993.0,9.0,11.0,1993.0,1.0,1.0,0.0,0.0,8.0,3.0,2.0,0.0,1993-11-01,001
666,4023,-9,0,4023001,-9,-9,1,1993,-9,1,1993,-9,-9,0,0,8,3,1,2,0,4.01,TAW,713.0,-9.0,1.0,1993.0,-9.0,1.0,1993.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1993-01-01,001
667,4023,-9,0,4023001,-9,-9,1,1993,-9,1,1993,-9,-9,0,0,8,3,1,2,0,4.01,CHN,710.0,-9.0,1.0,1993.0,-9.0,1.0,1993.0,1.0,1.0,0.0,0.0,8.0,3.0,2.0,0.0,1993-01-01,001
668,4024,-9,0,4024001,-9,16,4,1994,28,4,1994,13,-9,0,0,7,3,1,1,0,4.01,PHI,840.0,16.0,4.0,1994.0,28.0,4.0,1994.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,1994-04-01,001
669,4024,-9,0,4024001,-9,16,4,1994,28,4,1994,13,-9,0,0,7,3,1,1,0,4.01,TAW,713.0,16.0,4.0,1994.0,28.0,4.0,1994.0,1.0,1.0,0.0,0.0,7.0,3.0,0.0,0.0,1994-04-01,001
670,4025,-9,0,4025001,-9,8,1,1995,8,1,1995,1,-9,0,0,12,3,1,1,0,4.01,JPN,740.0,8.0,1.0,1995.0,8.0,1.0,1995.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1995-01-01,001
671,4025,-9,0,4025001,-9,8,1,1995,8,1,1995,1,-9,0,0,12,3,1,1,0,4.01,TAW,713.0,8.0,1.0,1995.0,8.0,1.0,1995.0,1.0,1.0,0.0,0.0,12.0,3.0,1.0,0.0,1995-01-01,001
672,4026,-9,0,4026001,-9,4,9,1996,6,9,1996,3,-9,0,0,7,3,1,1,0,4.01,TAW,713.0,4.0,9.0,1996.0,6.0,9.0,1996.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1996-09-01,001
673,4026,-9,0,4026001,-9,4,9,1996,6,9,1996,3,-9,0,0,7,3,1,1,0,4.01,JPN,740.0,4.0,9.0,1996.0,6.0,9.0,1996.0,1.0,1.0,0.0,0.0,7.0,3.0,1.0,0.0,1996-09-01,001
674,4027,-9,0,4027001,-9,-9,1,1995,-9,1,1995,-9,-9,0,0,15,4,1,1,0,4.01,PHI,840.0,-9.0,1.0,1995.0,-9.0,1.0,1995.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1995-01-01,001
675,4027,-9,0,4027001,-9,-9,1,1995,-9,1,1995,-9,-9,0,0,15,4,1,1,0,4.01,CHN,710.0,-9.0,1.0,1995.0,-9.0,1.0,1995.0,1.0,1.0,0.0,0.0,15.0,4.0,1.0,0.0,1995-01-01,001
684,4028,-9,0,4028001,-9,-9,12,1996,-9,12,1996,-9,-9,0,0,11,3,1,1,0,4.01,CHN,710.0,-9.0,12.0,1996.0,-9.0,12.0,1996.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1996-12-01,001
685,4028,-9,0,4028001,-9,-9,12,1996,-9,12,1996,-9,-9,0,0,11,3,1,1,0,4.01,PHI,840.0,-9.0,12.0,1996.0,-9.0,12.0,1996.0,1.0,1.0,0.0,0.0,11.0,3.0,1.0,0.0,1996-12-01,001
704,4029,-9,0,4029001,-9,-9,8,1993,-9,8,1993,-9,-9,0,0,7,3,1,1,0,4.01,VTM,816.0,-9.0,8.0,1993.0,-9.0,8.0,1993.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1993-08-01,001
705,4029,-9,0,4029001,-9,-9,8,1993,-9,8,1993,-9,-9,0,0,7,3,1,1,0,4.01,CHN,710.0,-9.0,8.0,1993.0,-9.0,8.0,1993.0,1.0,1.0,0.0,0.0,7.0,3.0,1.0,0.0,1993-08-01,001
706,4030,-9,0,4030001,-9,-9,5,1994,-9,5,1994,-9,-9,0,0,7,3,1,1,0,4.01,VTM,816.0,-9.0,5.0,1994.0,-9.0,5.0,1994.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1994-05-01,001
707,4030,-9,0,4030001,-9,-9,5,1994,-9,5,1994,-9,-9,0,0,7,3,1,1,0,4.01,CHN,710.0,-9.0,5.0,1994.0,-9.0,5.0,1994.0,1.0,1.0,0.0,0.0,7.0,3.0,1.0,0.0,1994-05-01,001
714,4031,-9,0,4031001,-9,7,3,1995,16,4,1995,41,0,0,0,7,3,1,2,0,4.01,CAN,20.0,7.0,3.0,1995.0,16.0,4.0,1995.0,1.0,1.0,0.0,0.0,7.0,3.0,2.0,0.0,1995-03-01,001
715,4031,-9,0,4031001,-9,7,3,1995,16,4,1995,41,0,0,0,7,3,1,2,0,4.01,SPN,230.0,7.0,3.0,1995.0,16.0,4.0,1995.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1995-03-01,001
740,4032,-9,0,4032001,-9,30,1,1993,30,1,1993,1,1,0,0,1,2,1,4,0,4.01,BEL,211.0,30.0,1.0,1993.0,30.0,1.0,1993.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1993-01-01,001
741,4032,-9,0,4032001,-9,30,1,1993,30,1,1993,1,1,0,0,1,2,1,4,0,4.01,DRC,490.0,30.0,1.0,1993.0,30.0,1.0,1993.0,1.0,1.0,0.0,0.0,1.0,2.0,4.0,0.0,1993-01-01,001
744,4035,-9,0,4035001,-9,-9,6,1994,-9,6,1994,-9,-9,0,0,12,3,1,1,0,4.01,TAW,713.0,-9.0,6.0,1994.0,-9.0,6.0,1994.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1994-06-01,001
745,4035,-9,0,4035001,-9,-9,6,1994,-9,6,1994,-9,-9,0,0,12,3,1,1,0,4.01,CHN,710.0,-9.0,6.0,1994.0,-9.0,6.0,1994.0,1.0,1.0,0.0,0.0,12.0,3.0,1.0,0.0,1994-06-01,001
750,4038,-9,1,4038001,-9,22,1,1993,22,1,1993,1,76,0,0,1,2,1,1,0,4.01,CYP,352.0,22.0,1.0,1993.0,22.0,1.0,1993.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1993-01-01,001
751,4038,-9,1,4038001,-9,22,1,1993,22,1,1993,1,76,0,0,1,2,1,1,0,4.01,TUR,640.0,22.0,1.0,1993.0,22.0,1.0,1993.0,1.0,1.0,0.0,0.0,1.0,2.0,1.0,0.0,1993-01-01,001
756,4039,-9,0,4039001,-9,14,10,1993,14,10,1993,1,-9,0,0,16,4,1,1,0,4.01,TUR,640.0,14.0,10.0,1993.0,14.0,10.0,1993.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1993-10-01,001
757,4039,-9,0,4039001,-9,14,10,1993,14,10,1993,1,-9,0,0,16,4,1,1,0,4.01,CYP,352.0,14.0,10.0,1993.0,14.0,10.0,1993.0,1.0,1.0,0.0,0.0,16.0,4.0,1.0,0.0,1993-10-01,001
758,4040,-9,0,4040001,-9,8,6,1994,8,6,1994,1,-9,0,0,1,2,1,1,0,4.01,GRC,350.0,8.0,6.0,1994.0,8.0,6.0,1994.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1994-06-01,001
759,4040,-9,0,4040001,-9,8,6,1994,8,6,1994,1,-9,0,0,1,2,1,1,0,4.01,TUR,640.0,8.0,6.0,1994.0,8.0,6.0,1994.0,1.0,1.0,0.0,0.0,1.0,2.0,1.0,0.0,1994-06-01,001
