,DispNum3,IncidNum3,DispNum4,IncidNum4,StDay,StMon,StYear,EndDay,EndMon,EndYear,Duration,TBI,Fatality,FatalPre,Action,HostLev,NumA,RevType1,RevType2,Version,DispNum3,IncidNum3,DispNum4,IncidNum4,StAbb,ccode,StDay,StMon,StYear,EndDay,EndMon,EndYear,InSide A,SideA,Fatality,FatalPre,Action,HostLev,RevType1,RevType2,Version
1281,4182.0,4182268.0,50201.0,50201268.0,11.0,8.0,1997.0,11.0,8.0,1997.0,1.0,1.0,0.0,0.0,12.0,3.0,1.0,2.0,0.0,4.01,4088,4088017,-9,-9,TAW,713,4,3,2000,-9,3,2000,0,0,0,0,0,1,0,0,4.01
1282,4182.0,4182269.0,50201.0,50201269.0,12.0,8.0,1997.0,12.0,8.0,1997.0,1.0,1.0,0.0,0.0,12.0,3.0,1.0,2.0,0.0,4.01,4088,4088017,-9,-9,CHN,710,4,3,2000,-9,3,2000,1,1,0,0,8,3,2,0,4.01
1283,4182.0,4182270.0,50201.0,50201270.0,13.0,8.0,1997.0,13.0,8.0,1997.0,1.0,1.0,0.0,0.0,12.0,3.0,1.0,2.0,0.0,4.01,4088,4088018,-9,-9,TAW,713,19,3,2000,19,3,2000,0,0,0,0,0,1,0,0,4.01
1284,4182.0,4182271.0,50201.0,50201271.0,14.0,8.0,1997.0,14.0,8.0,1997.0,1.0,4.0,0.0,0.0,12.0,3.0,1.0,2.0,0.0,4.01,4088,4088018,-9,-9,CHN,710,19,3,2000,19,3,2000,1,1,0,0,7,3,2,0,4.01
1285,4182.0,4182272.0,50201.0,50201272.0,18.0,8.0,1997.0,18.0,8.0,1997.0,1.0,1.0,0.0,0.0,12.0,3.0,1.0,2.0,0.0,4.01,4088,4088019,-9,-9,TAW,713,10,4,2000,-9,4,2000,0,0,0,0,0,1,0,0,4.01
1286,4182.0,4182273.0,50201.0,50201273.0,19.0,8.0,1997.0,19.0,8.0,1997.0,1.0,2.0,0.0,0.0,12.0,3.0,1.0,2.0,0.0,4.01,4088,4088019,-9,-9,CHN,710,10,4,2000,-9,4,2000,1,1,0,0,7,3,2,0,4.01
1287,4182.0,4182274.0,50201.0,50201274.0,21.0,8.0,1997.0,21.0,8.0,1997.0,1.0,1.0,0.0,0.0,12.0,3.0,1.0,2.0,0.0,4.01,4089,4089001,-9,-9,CHN,710,25,10,1997,25,10,1997,0,0,-9,-9,17,4,4,0,4.01
1288,4182.0,4182275.0,50201.0,50201275.0,22.0,8.0,1997.0,22.0,8.0,1997.0,1.0,3.0,0.0,0.0,12.0,3.0,1.0,2.0,0.0,4.01,4089,4089001,-9,-9,PRK,731,25,10,1997,25,10,1997,1,1,-9,-9,17,4,4,0,4.01
1289,4182.0,4182276.0,50201.0,50201276.0,25.0,8.0,1997.0,25.0,8.0,1997.0,1.0,1.0,0.0,0.0,12.0,3.0,1.0,2.0,0.0,4.01,4090,4090001,-9,-9,ALB,339,17,9,1997,17,9,1997,0,0,0,0,0,1,0,0,4.01
1290,4182.0,4182277.0,50201.0,50201277.0,26.0,8.0,1997.0,26.0,8.0,1997.0,1.0,1.0,0.0,0.0,12.0,3.0,1.0,2.0,0.0,4.01,4090,4090001,-9,-9,GRC,350,17,9,1997,17,9,1997,1,1,0,0,16,4,4,0,4.01
1291,4182.0,4182278.0,50201.0,50201278.0,27.0,8.0,1997.0,27.0,8.0,1997.0,1.0,1.0,0.0,0.0,12.0,3.0,1.0,2.0,0.0,4.01,4092,4092001,-9,-9,GRC,350,28,12,1995,28,12,1995,0,0,0,0,0,1,0,0,4.01
1292,4182.0,4182279.0,50201.0,50201279.0,28.0,8.0,1997.0,28.0,8.0,1997.0,1.0,2.0,0.0,0.0,12.0,3.0,1.0,2.0,0.0,4.01,4092,4092001,-9,-9,TUR,640,28,12,1995,28,12,1995,1,1,0,0,7,3,2,1,4.01
1293,4182.0,4182280.0,50201.0,50201280.0,30.0,8.0,1997.0,30.0,8.0,1997.0,1.0,2.0,0.0,0.0,12.0,3.0,1.0,2.0,0.0,4.01,4092,4092002,-9,-9,TUR,640,28,1,1996,31,1,1996,0,1,0,0,0,1,0,0,4.01
1294,4182.0,4182281.0,50201.0,50201281.0,1.0,9.0,1997.0,1.0,9.0,1997.0,1.0,1.0,0.0,0.0,12.0,3.0,1.0,2.0,0.0,4.01,4092,4092002,-9,-9,GRC,350,28,1,1996,31,1,1996,1,0,0,0,7,3,1,0,4.01
1295,4182.0,4182282.0,50201.0,50201282.0,2.0,9.0,1997.0,2.0,9.0,1997.0,1.0,2.0,0.0,0.0,12.0,3.0,1.0,2.0,0.0,4.01,4092,4092003,-9,-9,GRC,350,28,1,1996,31,1,1996,0,0,0,0,0,1,0,0,4.01
1296,4182.0,4182283.0,50201.0,50201283.0,4.0,9.0,1997.0,4.0,9.0,1997.0,1.0,1.0,0.0,0.0,12.0,3.0,1.0,2.0,0.0,4.01,4092,4092003,-9,-9,TUR,640,28,1,1996,31,1,1996,1,1,0,0,7,3,1,0,4.01
1297,4182.0,4182284.0,50201.0,50201284.0,5.0,9.0,1997.0,5.0,9.0,1997.0,1.0,2.0,0.0,0.0,12.0,3.0,1.0,2.0,0.0,4.01,4092,4092004,-9,-9,GRC,350,29,1,1996,1,2,1996,0,0,0,0,0,1,0,0,4.01
1298,4182.0,4182285.0,50201.0,50201285.0,7.0,9.0,1997.0,7.0,9.0,1997.0,1.0,2.0,0.0,0.0,12.0,3.0,1.0,2.0,0.0,4.01,4092,4092004,-9,-9,TUR,640,29,1,1996,1,2,1996,1,1,0,0,8,3,1,2,4.01
1299,4182.0,4182286.0,50201.0,50201286.0,9.0,9.0,1997.0,9.0,9.0,1997.0,1.0,1.0,0.0,0.0,12.0,3.0,1.0,2.0,0.0,4.01,4092,4092005,-9,-9,GRC,350,30,1,1996,30,1,1996,0,0,0,0,0,1,0,0,4.01
1300,4182.0,4182287.0,50201.0,50201287.0,10.0,9.0,1997.0,10.0,9.0,1997.0,1.0,1.0,0.0,0.0,12.0,3.0,1.0,2.0,0.0,4.01,4092,4092005,-9,-9,TUR,640,30,1,1996,30,1,1996,1,1,0,0,12,3,1,2,4.01
1301,4182.0,4182288.0,50201.0,50201288.0,11.0,9.0,1997.0,11.0,9.0,1997.0,1.0,3.0,0.0,0.0,12.0,3.0,1.0,2.0,0.0,4.01,4092,4092006,-9,-9,TUR,640,30,1,1996,31,1,1996,0,1,0,0,0,1,0,0,4.01
1302,4182.0,4182289.0,50201.0,50201289.0,14.0,9.0,1997.0,14.0,9.0,1997.0,1.0,1.0,0.0,0.0,12.0,3.0,1.0,2.0,0.0,4.01,4092,4092006,-9,-9,GRC,350,30,1,1996,31,1,1996,1,0,0,0,8,3,1,0,4.01
1303,4182.0,4182290.0,50201.0,50201290.0,15.0,9.0,1997.0,15.0,9.0,1997.0,1.0,1.0,0.0,0.0,12.0,3.0,1.0,2.0,0.0,4.01,4092,4092007,-9,-9,TUR,640,-9,2,1996,-9,2,1996,0,1,0,0,0,1,0,0,4.01
1304,4182.0,4182291.0,50201.0,50201291.0,16.0,9.0,1997.0,16.0,9.0,1997.0,1.0,1.0,0.0,0.0,12.0,3.0,1.0,2.0,0.0,4.01,4092,4092007,-9,-9,GRC,350,-9,2,1996,-9,2,1996,1,0,0,0,11,3,1,2,4.01
1305,4182.0,4182292.0,50201.0,50201292.0,17.0,9.0,1997.0,17.0,9.0,1997.0,1.0,1.0,0.0,0.0,12.0,3.0,1.0,2.0,0.0,4.01,4092,4092008,-9,-9,GRC,350,1,2,1996,1,2,1996,0,0,0,0,0,1,0,0,4.01
1306,4182.0,4182293.0,50201.0,50201293.0,18.0,9.0,1997.0,18.0,9.0,1997.0,1.0,5.0,0.0,0.0,17.0,4.0,1.0,2.0,0.0,4.01,4092,4092008,-9,-9,TUR,640,1,2,1996,1,2,1996,1,1,0,0,4,2,1,0,4.01
1307,4182.0,4182294.0,50201.0,50201294.0,23.0,9.0,1997.0,23.0,9.0,1997.0,1.0,1.0,0.0,0.0,12.0,3.0,1.0,2.0,0.0,4.01,4092,4092009,-9,-9,GRC,350,1,2,1996,1,2,1996,0,0,0,0,0,1,0,0,4.01
1308,4182.0,4182295.0,50201.0,50201295.0,24.0,9.0,1997.0,24.0,9.0,1997.0,1.0,2.0,0.0,0.0,12.0,3.0,1.0,2.0,0.0,4.01,4092,4092009,-9,-9,TUR,640,1,2,1996,1,2,1996,1,1,0,0,4,2,2,1,4.01
1309,4182.0,4182296.0,50201.0,50201296.0,26.0,9.0,1997.0,26.0,9.0,1997.0,1.0,1.0,0.0,0.0,12.0,3.0,1.0,2.0,0.0,4.01,4092,4092010,-9,-9,GRC,350,12,3,1996,12,3,1996,0,0,0,0,0,1,0,0,4.01
1310,4182.0,4182297.0,50201.0,50201297.0,27.0,9.0,1997.0,27.0,9.0,1997.0,1.0,2.0,0.0,0.0,12.0,3.0,1.0,2.0,0.0,4.01,4092,4092010,-9,-9,TUR,640,12,3,1996,12,3,1996,1,1,0,0,12,3,1,2,4.01
1311,4182.0,4182298.0,50201.0,50201298.0,29.0,9.0,1997.0,7.0,11.0,1997.0,40.0,0.0,0.0,0.0,16.0,4.0,1.0,2.0,0.0,4.01,4092,4092011,-9,-9,TUR,640,28,5,1996,28,5,1996,0,1,0,0,17,4,1,0,4.01
1312,4182.0,4182299.0,50201.0,50201299.0,29.0,9.0,1997.0,4.0,10.0,1997.0,6.0,4.0,0.0,0.0,16.0,4.0,1.0,2.0,0.0,4.01,4092,4092011,-9,-9,GRC,350,28,5,1996,28,5,1996,1,0,0,0,17,4,1,0,4.01
1313,4182.0,4182300.0,50201.0,50201300.0,3.0,10.0,1997.0,3.0,10.0,1997.0,1.0,2.0,0.0,0.0,12.0,3.0,1.0,2.0,0.0,4.01,4092,4092012,-9,-9,GRC,350,-9,6,1996,-9,6,1996,0,0,0,0,0,1,0,0,4.01
1314,4182.0,4182301.0,50201.0,50201301.0,5.0,10.0,1997.0,5.0,10.0,1997.0,1.0,3.0,0.0,0.0,12.0,3.0,1.0,2.0,0.0,4.01,4092,4092012,-9,-9,TUR,640,-9,6,1996,-9,6,1996,1,1,0,0,12,3,1,2,4.01
1315,4182.0,4182302.0,50201.0,50201302.0,8.0,10.0,1997.0,8.0,10.0,1997.0,1.0,5.0,0.0,0.0,12.0,3.0,1.0,2.0,0.0,4.01,4092,4092013,-9,-9,GRC,350,6,6,1996,6,6,1996,0,0,0,0,0,1,0,0,4.01
1316,4182.0,4182303.0,50201.0,50201303.0,13.0,10.0,1997.0,13.0,10.0,1997.0,1.0,4.0,0.0,0.0,12.0,3.0,1.0,2.0,0.0,4.01,4092,4092013,-9,-9,TUR,640,6,6,1996,6,6,1996,1,1,0,0,12,3,1,2,4.01
1317,4182.0,4182304.0,50201.0,50201304.0,17.0,10.0,1997.0,17.0,10.0,1997.0,1.0,2.0,0.0,0.0,12.0,3.0,1.0,2.0,0.0,4.01,4092,4092014,-9,-9,TUR,640,11,6,1996,14,6,1996,0,1,0,0,0,1,0,0,4.01
1318,4182.0,4182305.0,50201.0,50201305.0,19.0,10.0,1997.0,19.0,10.0,1997.0,1.0,1.0,0.0,0.0,12.0,3.0,1.0,2.0,0.0,4.01,4092,4092014,-9,-9,GRC,350,11,6,1996,14,6,1996,1,0,0,0,8,3,1,2,4.01
1319,4182.0,4182306.0,50201.0,50201306.0,20.0,10.0,1997.0,20.0,10.0,1997.0,1.0,2.0,0.0,0.0,12.0,3.0,1.0,2.0,0.0,4.01,4092,4092015,-9,-9,GRC,350,9,7,1996,9,7,1996,0,0,0,0,0,1,0,0,4.01
1320,4182.0,4182307.0,50201.0,50201307.0,22.0,10.0,1997.0,22.0,10.0,1997.0,1.0,0.0,0.0,0.0,17.0,4.0,1.0,2.0,0.0,4.01,4092,4092015,-9,-9,TUR,640,9,7,1996,9,7,1996,1,1,0,0,12,3,1,2,4.01
1321,4182.0,4182308.0,50201.0,50201308.0,22.0,10.0,1997.0,22.0,10.0,1997.0,1.0,2.0,0.0,0.0,12.0,3.0,1.0,2.0,0.0,4.01,4094,4094001,-9,-9,CYP,352,6,10,1994,6,10,1994,0,0,0,0,0,1,0,0,4.01
1322,4182.0,4182309.0,50201.0,50201309.0,24.0,10.0,1997.0,24.0,10.0,1997.0,1.0,2.0,0.0,0.0,12.0,3.0,1.0,2.0,0.0,4.01,4094,4094001,-9,-9,TUR,640,6,10,1994,6,10,1994,1,1,0,0,7,3,1,0,4.01
1323,4182.0,4182310.0,50201.0,50201310.0,26.0,10.0,1997.0,26.0,10.0,1997.0,1.0,1.0,0.0,0.0,12.0,3.0,1.0,2.0,0.0,4.01,4094,4094002,-9,-9,CYP,352,6,3,1995,6,3,1995,0,0,0,0,0,1,0,0,4.01
1324,4182.0,4182311.0,50201.0,50201311.0,27.0,10.0,1997.0,27.0,10.0,1997.0,1.0,1.0,0.0,0.0,12.0,3.0,1.0,2.0,0.0,4.01,4094,4094002,-9,-9,TUR,640,6,3,1995,6,3,1995,1,1,0,0,3,2,2,1,4.01
1325,4182.0,4182312.0,50201.0,50201312.0,28.0,10.0,1997.0,28.0,10.0,1997.0,1.0,1.0,0.0,0.0,12.0,3.0,1.0,2.0,0.0,4.01,4094,4094003,-9,-9,CYP,352,23,8,1995,23,8,1995,0,0,0,0,0,1,0,0,4.01
1326,4182.0,4182313.0,50201.0,50201313.0,29.0,10.0,1997.0,29.0,10.0,1997.0,1.0,1.0,0.0,0.0,12.0,3.0,1.0,2.0,0.0,4.01,4094,4094003,-9,-9,TUR,640,23,8,1995,23,8,1995,1,1,0,0,12,3,1,0,4.01
1327,4182.0,4182314.0,50201.0,50201314.0,30.0,10.0,1997.0,30.0,10.0,1997.0,1.0,1.0,0.0,0.0,12.0,3.0,1.0,2.0,0.0,4.01,4094,4094004,-9,-9,CYP,352,25,10,1995,25,10,1995,0,0,0,0,0,1,0,0,4.01
1328,4182.0,4182315.0,50201.0,50201315.0,31.0,10.0,1997.0,31.0,10.0,1997.0,1.0,2.0,0.0,0.0,12.0,3.0,1.0,2.0,0.0,4.01,4094,4094004,-9,-9,TUR,640,25,10,1995,25,10,1995,1,1,0,0,12,3,1,0,4.01
1329,4182.0,4182316.0,50201.0,50201316.0,2.0,11.0,1997.0,2.0,11.0,1997.0,1.0,5.0,0.0,0.0,12.0,3.0,1.0,2.0,0.0,4.01,4094,4094005,-9,-9,CYP,352,14,11,1995,14,11,1995,0,0,0,0,0,1,0,0,4.01
1330,4182.0,4182317.0,50201.0,50201317.0,7.0,11.0,1997.0,7.0,11.0,1997.0,1.0,3.0,0.0,0.0,12.0,3.0,1.0,2.0,0.0,4.01,4094,4094005,-9,-9,TUR,640,14,11,1995,14,11,1995,1,1,0,0,12,3,1,0,4.01
1331,4182.0,4182318.0,50201.0,50201318.0,10.0,11.0,1997.0,10.0,11.0,1997.0,1.0,1.0,0.0,0.0,12.0,3.0,1.0,2.0,0.0,4.01,4095,4095001,-9,-9,CYP,352,3,6,1996,3,6,1996,0,0,1,1,0,1,0,0,4.01
1332,4182.0,4182319.0,50201.0,50201319.0,11.0,11.0,1997.0,31.0,12.0,1997.0,51.0,0.0,0.0,0.0,16.0,4.0,1.0,2.0,0.0,4.01,4095,4095001,-9,-9,TUR,640,3,6,1996,3,6,1996,1,1,0,0,16,4,1,0,4.01
1333,4182.0,4182320.0,50201.0,50201320.0,11.0,11.0,1997.0,11.0,11.0,1997.0,1.0,1.0,0.0,0.0,12.0,3.0,1.0,2.0,0.0,4.01,4095,4095002,-9,-9,CYP,352,19,6,1996,21,6,1996,0,0,0,0,0,1,0,0,4.01
1334,4182.0,4182321.0,50201.0,50201321.0,12.0,11.0,1997.0,12.0,11.0,1997.0,1.0,4.0,0.0,0.0,12.0,3.0,1.0,2.0,0.0,4.01,4095,4095002,-9,-9,TUR,640,19,6,1996,21,6,1996,1,1,0,0,12,3,1,2,4.01
1335,4182.0,4182322.0,50201.0,50201322.0,16.0,11.0,1997.0,16.0,11.0,1997.0,1.0,1.0,0.0,0.0,12.0,3.0,1.0,2.0,0.0,4.01,4095,4095003,-9,-9,CYP,352,19,7,1996,19,7,1996,0,0,0,0,0,1,0,0,4.01
1336,4182.0,4182323.0,50201.0,50201323.0,17.0,11.0,1997.0,17.0,11.0,1997.0,1.0,1.0,0.0,0.0,12.0,3.0,1.0,2.0,0.0,4.01,4095,4095003,-9,-9,TUR,640,19,7,1996,19,7,1996,1,1,0,0,12,3,1,0,4.01
1337,4182.0,4182324.0,50201.0,50201324.0,18.0,11.0,1997.0,18.0,11.0,1997.0,1.0,1.0,0.0,0.0,12.0,3.0,1.0,2.0,0.0,4.01,4095,4095004,-9,-9,TUR,640,17,8,1996,17,8,1996,0,1,0,0,0,1,0,0,4.01
1338,4182.0,4182325.0,50201.0,50201325.0,19.0,11.0,1997.0,19.0,11.0,1997.0,1.0,1.0,0.0,0.0,12.0,3.0,1.0,2.0,0.0,4.01,4095,4095004,-9,-9,CYP,352,17,8,1996,17,8,1996,1,0,0,0,4,2,1,2,4.01
1339,4182.0,4182326.0,50201.0,50201326.0,20.0,11.0,1997.0,20.0,11.0,1997.0,1.0,1.0,0.0,0.0,12.0,3.0,1.0,2.0,0.0,4.01,4095,4095004,-9,-9,GRC,350,17,8,1996,17,8,1996,1,0,0,0,4,2,1,2,4.01
1340,4182.0,4182327.0,50201.0,50201327.0,21.0,11.0,1997.0,21.0,11.0,1997.0,1.0,2.0,0.0,0.0,12.0,3.0,1.0,2.0,0.0,4.01,4095,4095005,-9,-9,TUR,640,8,9,1996,8,9,1996,0,1,1,1,0,1,0,0,4.01
1341,4182.0,4182328.0,50201.0,50201328.0,23.0,11.0,1997.0,23.0,11.0,1997.0,1.0,1.0,0.0,0.0,12.0,3.0,1.0,2.0,0.0,4.01,4095,4095005,-9,-9,CYP,352,8,9,1996,8,9,1996,1,0,0,0,16,4,1,2,4.01
1342,4182.0,4182329.0,50201.0,50201329.0,24.0,11.0,1997.0,24.0,11.0,1997.0,1.0,1.0,0.0,0.0,12.0,3.0,1.0,2.0,0.0,4.01,4095,4095006,-9,-9,TUR,640,16,9,1996,16,9,1996,0,1,0,0,0,1,0,0,4.01
1343,4182.0,4182330.0,50201.0,50201330.0,25.0,11.0,1997.0,25.0,11.0,1997.0,1.0,2.0,0.0,0.0,12.0,3.0,1.0,2.0,0.0,4.01,4095,4095006,-9,-9,GRC,350,16,9,1996,16,9,1996,1,0,0,0,4,2,1,2,4.01
1344,4182.0,4182331.0,50201.0,50201331.0,27.0,11.0,1997.0,27.0,11.0,1997.0,1.0,1.0,0.0,0.0,12.0,3.0,1.0,2.0,0.0,4.01,4095,4095007,-9,-9,CYP,352,6,10,1996,6,10,1996,0,0,0,0,0,1,0,0,4.01
1345,4182.0,4182332.0,50201.0,50201332.0,28.0,11.0,1997.0,28.0,11.0,1997.0,1.0,1.0,0.0,0.0,12.0,3.0,1.0,2.0,0.0,4.01,4095,4095007,-9,-9,TUR,640,6,10,1996,6,10,1996,1,1,0,0,12,3,1,0,4.01
1346,4182.0,4182333.0,50201.0,50201333.0,29.0,11.0,1997.0,29.0,11.0,1997.0,1.0,2.0,0.0,0.0,12.0,3.0,1.0,2.0,0.0,4.01,4095,4095008,-9,-9,TUR,640,7,10,1996,8,10,1996,0,1,0,0,0,1,0,0,4.01
1347,4182.0,4182334.0,50201.0,50201334.0,1.0,12.0,1997.0,1.0,12.0,1997.0,1.0,1.0,0.0,0.0,12.0,3.0,1.0,2.0,0.0,4.01,4095,4095008,-9,-9,GRC,350,7,10,1996,8,10,1996,1,0,0,0,7,3,1,2,4.01
1348,4182.0,4182335.0,50201.0,50201335.0,2.0,12.0,1997.0,2.0,12.0,1997.0,1.0,3.0,0.0,0.0,12.0,3.0,1.0,2.0,0.0,4.01,4095,4095009,-9,-9,GRC,350,7,10,1996,8,10,1996,0,0,0,0,0,1,0,0,4.01
1349,4182.0,4182336.0,50201.0,50201336.0,5.0,12.0,1997.0,5.0,12.0,1997.0,1.0,2.0,0.0,0.0,12.0,3.0,1.0,2.0,0.0,4.01,4095,4095009,-9,-9,TUR,640,7,10,1996,8,10,1996,1,1,0,0,7,3,1,2,4.01
1350,4182.0,4182337.0,50201.0,50201337.0,7.0,12.0,1997.0,7.0,12.0,1997.0,1.0,2.0,0.0,0.0,12.0,3.0,1.0,2.0,0.0,4.01,4095,4095013,-9,-9,CYP,352,24,1,1997,29,1,1997,0,0,0,0,0,1,0,0,4.01
1351,4182.0,4182338.0,50201.0,50201338.0,9.0,12.0,1997.0,9.0,12.0,1997.0,1.0,1.0,0.0,0.0,12.0,3.0,1.0,2.0,0.0,4.01,4095,4095013,-9,-9,TUR,640,24,1,1997,29,1,1997,1,1,0,0,7,3,2,0,4.01
1352,4182.0,4182339.0,50201.0,50201339.0,10.0,12.0,1997.0,10.0,12.0,1997.0,1.0,3.0,0.0,0.0,12.0,3.0,1.0,2.0,0.0,4.01,4095,4095014,-9,-9,CYP,352,25,1,1997,29,1,1997,0,0,0,0,0,1,0,0,4.01
1353,4182.0,4182340.0,50201.0,50201340.0,13.0,12.0,1997.0,13.0,12.0,1997.0,1.0,2.0,0.0,0.0,12.0,3.0,1.0,2.0,0.0,4.01,4095,4095014,-9,-9,TUR,640,25,1,1997,29,1,1997,1,1,0,0,7,3,2,1,4.01
1354,4182.0,4182341.0,50201.0,50201341.0,15.0,12.0,1997.0,15.0,12.0,1997.0,1.0,2.0,0.0,0.0,17.0,4.0,1.0,2.0,0.0,4.01,4095,4095015,-9,-9,CYP,352,20,2,1997,20,2,1997,0,0,0,0,0,1,0,0,4.01
1355,4182.0,4182342.0,50201.0,50201342.0,17.0,12.0,1997.0,17.0,12.0,1997.0,1.0,1.0,0.0,0.0,12.0,3.0,1.0,2.0,0.0,4.01,4095,4095015,-9,-9,TUR,640,20,2,1997,20,2,1997,1,1,0,0,12,3,1,0,4.01
1356,4182.0,4182343.0,50201.0,50201343.0,18.0,12.0,1997.0,18.0,12.0,1997.0,1.0,3.0,0.0,0.0,12.0,3.0,1.0,2.0,0.0,4.01,4095,4095016,-9,-9,CYP,352,19,3,1997,19,3,1997,0,0,0,0,0,1,0,0,4.01
1357,4182.0,4182344.0,50201.0,50201344.0,21.0,12.0,1997.0,21.0,12.0,1997.0,1.0,1.0,0.0,0.0,12.0,3.0,1.0,2.0,0.0,4.01,4095,4095016,-9,-9,TUR,640,19,3,1997,19,3,1997,1,1,0,0,12,3,1,0,4.01
1358,4182.0,4182345.0,50201.0,50201345.0,22.0,12.0,1997.0,22.0,12.0,1997.0,1.0,6.0,0.0,0.0,12.0,3.0,1.0,2.0,0.0,4.01,4095,4095017,-9,-9,CYP,352,31,3,1997,1,4,1997,0,0,0,0,0,1,0,0,4.01
1359,4182.0,4182346.0,50201.0,50201346.0,28.0,12.0,1997.0,28.0,12.0,1997.0,1.0,23.0,0.0,0.0,12.0,3.0,1.0,2.0,0.0,4.01,4095,4095017,-9,-9,TUR,640,31,3,1997,1,4,1997,1,1,0,0,12,3,1,0,4.01
1360,4182.0,4182347.0,50201.0,50201347.0,20.0,1.0,1998.0,20.0,1.0,1998.0,1.0,121.0,0.0,0.0,16.0,4.0,1.0,2.0,0.0,4.01,4095,4095018,-9,-9,CYP,352,3,6,1997,3,6,1997,0,0,0,0,0,1,0,0,4.01
1361,4182.0,4182348.0,50201.0,50201348.0,21.0,5.0,1998.0,21.0,5.0,1998.0,1.0,4.0,0.0,0.0,16.0,4.0,1.0,2.0,0.0,4.01,4095,4095018,-9,-9,TUR,640,3,6,1997,3,6,1997,1,1,0,0,12,3,1,0,4.01
1362,4182.0,4182349.0,50201.0,50201349.0,25.0,5.0,1998.0,25.0,5.0,1998.0,1.0,145.0,0.0,0.0,16.0,4.0,1.0,2.0,0.0,4.01,4095,4095019,-9,-9,CYP,352,15,6,1997,16,6,1997,0,0,0,0,0,1,0,0,4.01
1363,4182.0,4182350.0,50201.0,50201350.0,17.0,10.0,1998.0,17.0,10.0,1998.0,1.0,43.0,0.0,0.0,16.0,4.0,1.0,2.0,0.0,4.01,4095,4095019,-9,-9,TUR,640,15,6,1997,16,6,1997,1,1,0,0,12,3,1,0,4.01
1364,4182.0,4182351.0,50201.0,50201351.0,29.0,11.0,1998.0,2.0,12.0,1998.0,4.0,13.0,0.0,0.0,8.0,3.0,1.0,2.0,0.0,4.01,4095,4095020,-9,-9,CYP,352,16,6,1997,20,6,1997,0,0,0,0,0,1,0,0,4.01
1365,4182.0,4182352.0,50201.0,50201352.0,12.0,12.0,1998.0,12.0,12.0,1998.0,1.0,15.0,0.0,0.0,12.0,3.0,1.0,2.0,0.0,4.01,4095,4095020,-9,-9,TUR,640,16,6,1997,20,6,1997,1,1,0,0,7,3,1,0,4.01
1366,4182.0,4182353.0,50201.0,50201353.0,27.0,12.0,1998.0,27.0,12.0,1998.0,1.0,4.0,0.0,0.0,16.0,4.0,1.0,2.0,0.0,4.01,4095,4095021,-9,-9,TUR,640,7,9,1997,7,9,1997,0,1,0,0,0,1,0,0,4.01
1367,4182.0,4182354.0,50201.0,50201354.0,31.0,12.0,1998.0,31.0,12.0,1998.0,1.0,1.0,0.0,0.0,1.0,2.0,1.0,2.0,0.0,4.01,4095,4095021,-9,-9,GRC,350,7,9,1997,7,9,1997,1,0,0,0,4,2,2,0,4.01
1368,4182.0,4182355.0,50201.0,50201355.0,1.0,1.0,1999.0,1.0,1.0,1999.0,1.0,59.0,0.0,0.0,1.0,2.0,1.0,2.0,0.0,4.01,4095,4095022,-9,-9,TUR,640,10,9,1997,10,9,1997,0,1,0,0,0,1,0,0,4.01
1369,4182.0,4182356.0,50201.0,50201356.0,1.0,3.0,1999.0,1.0,3.0,1999.0,1.0,0.0,0.0,0.0,8.0,3.0,1.0,2.0,0.0,4.01,4095,4095022,-9,-9,GRC,350,10,9,1997,10,9,1997,1,0,0,0,4,2,2,0,4.01
1370,4182.0,4182357.0,50201.0,50201357.0,1.0,3.0,1999.0,-9.0,3.0,1999.0,-9.0,16.0,0.0,0.0,16.0,4.0,1.0,2.0,0.0,4.01,4095,4095023,-9,-9,CYP,352,30,9,1997,30,9,1997,0,0,0,0,0,1,0,0,4.01
1371,4182.0,4182358.0,50201.0,50201358.0,17.0,3.0,1999.0,18.0,3.0,1999.0,2.0,24.0,0.0,0.0,11.0,3.0,1.0,2.0,0.0,4.01,4095,4095023,-9,-9,TUR,640,30,9,1997,30,9,1997,1,1,0,0,12,3,1,0,4.01
1372,4182.0,4182359.0,50201.0,50201359.0,10.0,4.0,1999.0,10.0,4.0,1999.0,1.0,6.0,0.0,0.0,16.0,4.0,1.0,2.0,0.0,4.01,4095,4095024,-9,-9,CYP,352,5,10,1997,5,10,1997,0,0,0,0,0,1,0,0,4.01
1373,4182.0,4182360.0,50201.0,50201360.0,16.0,4.0,1999.0,16.0,10.0,1999.0,184.0,69.0,0.0,0.0,14.0,4.0,1.0,2.0,0.0,4.01,4095,4095024,-9,-9,TUR,640,5,10,1997,5,10,1997,1,1,0,0,12,3,1,0,4.01
1374,4182.0,4182361.0,50201.0,50201361.0,24.0,6.0,1999.0,25.0,6.0,1999.0,2.0,0.0,0.0,0.0,16.0,4.0,1.0,2.0,0.0,4.01,4095,4095025,-9,-9,CYP,352,10,10,1997,10,10,1997,0,0,0,0,0,1,0,0,4.01
1375,4182.0,4182362.0,50201.0,50201362.0,24.0,6.0,1999.0,25.0,6.0,1999.0,2.0,1.0,0.0,0.0,16.0,4.0,1.0,2.0,0.0,4.01,4095,4095025,-9,-9,TUR,640,10,10,1997,10,10,1997,1,1,0,0,12,3,1,0,4.01
